codigo,denominacion,cuit,cond_fiscal,limite_cta_cte,telefono,email,direccion
C1616,Transporte Sánchez SA,33-64199963-1,RESPONSABLE_INSCRIPTO,1000000,0341-4897064,,"Av. Provincias Unidas 1790, Pergamino"
C1617,Logística Molina SA,33-86636557-7,RESPONSABLE_INSCRIPTO,5000000,0341-4273591,compras@logsticamoli.com.ar,"San Juan 4132, Funes"
C1618,Transporte Aguirre SA,30-87585783-1,RESPONSABLE_INSCRIPTO,3000000,0341-154474720,compras@transporteag.com.ar,"Salta 3096, Roldán"
C1619,Taller Mecánico Luna,23-63911322-1,MONOTRIBUTO,200000,0341-4104069,,"Mendoza 784, Pérez"
C1620,Lubricentro Rosario,23-84196683-9,MONOTRIBUTO,200000,0341-4101218,,"Av. San Martín 1881, Pergamino"
C1621,Ríos Romina,,CONSUMIDOR_FINAL,0,0341-4831582,,"Av. Francia 2668, Roldán"
C1622,Gomería Acosta,23-40839532-1,MONOTRIBUTO,300000,0341-155714065,,"Córdoba 2859, Casilda"
C1623,Taller Luna Hnos,27-72953430-2,MONOTRIBUTO,400000,,,"27 de Febrero 2773, Rosario"
C1624,Taller Mecánico Ríos,20-10075215-9,MONOTRIBUTO,500000,,tallermecnicor@gmail.com,
C1625,Taller Medina Hnos,23-38046124-2,MONOTRIBUTO,200000,0341-4324682,tallermedinahn@gmail.com,"Av. Alberdi 252, Casilda"
C1626,Taller Mecánico Ríos,27-30466190-4,MONOTRIBUTO,500000,0341-156476993,,"Av. Pellegrini 2696, Funes"
C1627,Agropecuaria San Lorenzo SA,33-34105041-9,RESPONSABLE_INSCRIPTO,2000000,0341-4426128,compras@agropecuaria.com.ar,"Córdoba 3726, Pergamino"
C1628,García Matías,,CONSUMIDOR_FINAL,0,0341-153832878,,"Av. Provincias Unidas 2634, Pergamino"
C1629,Gomería Luna,27-76518745-7,MONOTRIBUTO,800000,0341-4399142,gomeraluna@gmail.com,"Av. San Martín 1134, Pergamino"
C1630,Rojas Mónica,,CONSUMIDOR_FINAL,0,0341-153793662,,"Bv. Oroño 1200, San Nicolás"
C1631,Taller Mecánico Maidana,20-30689768-4,MONOTRIBUTO,800000,0341-156341774,,"Mendoza 693, Roldán"
C1632,Gomería Luna,20-65602204-4,MONOTRIBUTO,200000,0341-154597929,gomeraluna@gmail.com,"Mendoza 1438, Funes"
C1633,Godoy Facundo,,CONSUMIDOR_FINAL,0,0341-153343840,,"Bv. Oroño 4478, San Lorenzo"
C1634,Transporte Núñez SA,30-39371469-3,RESPONSABLE_INSCRIPTO,3000000,0341-4810231,,"Salta 1320, Casilda"
C1635,Ferreyra Luis,,CONSUMIDOR_FINAL,0,0341-4019096,,"27 de Febrero 2343, Roldán"
C1636,Gomería Sánchez,23-29558873-9,MONOTRIBUTO,200000,0341-4346314,gomerasnchez@gmail.com,"Av. Provincias Unidas 1728, Casilda"
C1637,Casa Pérez Automotores SRL,33-18698998-3,RESPONSABLE_INSCRIPTO,2000000,0341-4274358,,"Av. Alberdi 612, San Nicolás"
C1638,Transporte Sosa SA,30-85657429-2,RESPONSABLE_INSCRIPTO,1500000,0341-4838171,compras@transporteso.com.ar,"Av. San Martín 243, Pergamino"
C1639,Flores Gabriela,27-88156254-0,MONOTRIBUTO,300000,,floresgabriela@gmail.com,"Mendoza 3033, San Nicolás"
C1640,Taller Cabrera Hnos,20-74372159-5,MONOTRIBUTO,200000,0341-4443657,tallercabrerah@gmail.com,"Av. Provincias Unidas 3998, Rosario"
C1641,Agropecuaria San Lorenzo SA,33-66230584-2,RESPONSABLE_INSCRIPTO,3000000,0341-156320784,compras@agropecuaria.com.ar,
C1642,Rectificadora Funes,30-23051227-9,RESPONSABLE_INSCRIPTO,3000000,,compras@rectificador.com.ar,"Av. San Martín 2948, Pérez"
C1643,Gomería Vega,27-36511288-1,MONOTRIBUTO,400000,0341-4038876,,
C1644,Logística Rodríguez SA,33-58875956-9,RESPONSABLE_INSCRIPTO,1500000,0341-156476802,compras@logsticarodr.com.ar,
C1645,Moreno Mario,,CONSUMIDOR_FINAL,0,0341-154619418,,"Mendoza 2269, Pérez"
C1646,Lubricentro Roldán,23-85610950-9,MONOTRIBUTO,800000,,,"Av. Francia 656, Pérez"
C1647,Maidana Diego,,CONSUMIDOR_FINAL,0,0341-153647139,,
C1648,Rectificadora San Nicolás,33-10155394-4,RESPONSABLE_INSCRIPTO,3000000,0341-156677991,compras@rectificador.com.ar,"27 de Febrero 424, Cañada de Gómez"
C1649,Torres Natalia,,CONSUMIDOR_FINAL,0,0341-154520284,,"San Juan 4255, Pérez"
C1650,Lubricentro Roldán,23-92417449-8,MONOTRIBUTO,500000,0341-4793144,lubricentrorol@gmail.com,"Av. San Martín 2768, Rosario"
C1651,Rectificadora Oeste,30-77977126-8,RESPONSABLE_INSCRIPTO,5000000,0341-4109839,compras@rectificador.com.ar,"Rioja 2807, San Lorenzo"
C1652,Rectificadora Rosario,30-38799988-0,RESPONSABLE_INSCRIPTO,3000000,0341-4885986,compras@rectificador.com.ar,
C1653,Transportes del Centro SRL,30-36479837-3,RESPONSABLE_INSCRIPTO,2000000,0341-4227112,compras@transportesd.com.ar,"Av. Provincias Unidas 4330, San Nicolás"
C1654,Lubricentro San Nicolás,20-94647853-9,MONOTRIBUTO,400000,0341-4544250,lubricentrosan@gmail.com,"Bv. Oroño 4459, Pergamino"
C1655,Gomería Benítez,27-71909532-7,MONOTRIBUTO,500000,0341-155515227,,"Av. Alberdi 2457, Roldán"
C1656,Transporte Molina SA,30-88763030-1,RESPONSABLE_INSCRIPTO,3000000,0341-155513627,,
C1657,Agropecuaria Villa Constitución SA,30-52934443-7,RESPONSABLE_INSCRIPTO,3000000,0341-4150104,compras@agropecuaria.com.ar,"Av. San Martín 4658, Funes"
C1658,Maidana Néstor,,CONSUMIDOR_FINAL,0,0341-4564324,,
C1659,Transportes Cañada de Gómez SRL,33-95378527-2,RESPONSABLE_INSCRIPTO,5000000,0341-4687483,compras@transportesc.com.ar,"Av. San Martín 2045, San Nicolás"
C1660,Transporte Gómez SA,30-34071016-5,RESPONSABLE_INSCRIPTO,1000000,0341-156404906,,
C1661,Sosa Roberto,,CONSUMIDOR_FINAL,0,0341-4666228,,"Santa Fe 4528, Pergamino"
C1662,Distribuidora Torres SRL,30-77539918-6,RESPONSABLE_INSCRIPTO,5000000,0341-155779094,,"Av. San Martín 1147, San Lorenzo"
C1663,Rectificadora Cañada de Gómez,30-27275929-0,RESPONSABLE_INSCRIPTO,1000000,0341-155526332,compras@rectificador.com.ar,"Ovidio Lagos 2821, Casilda"
C1664,Ríos Mónica,20-66788929-5,MONOTRIBUTO,500000,0341-4640950,rosmnica@gmail.com,"Av. Alberdi 446, Funes"
C1665,Distribuidora Núñez SRL,30-73519972-9,RESPONSABLE_INSCRIPTO,5000000,0341-4145006,compras@distribuidor.com.ar,"Ovidio Lagos 1761, Villa Gobernador Gálvez"
C1666,Taller Mecánico Herrera,20-27487004-5,MONOTRIBUTO,800000,,,"Santa Fe 653, San Lorenzo"
C1667,Casa Romero Automotores SRL,30-78899768-6,RESPONSABLE_INSCRIPTO,2000000,,,
C1668,Gomería Álvarez,20-69997519-3,MONOTRIBUTO,200000,,,"Santa Fe 3049, Cañada de Gómez"
C1669,Rodríguez Carla,,CONSUMIDOR_FINAL,0,0341-4871605,,"Av. Provincias Unidas 2736, Casilda"
C1670,Gomería Rodríguez,27-42686214-5,MONOTRIBUTO,400000,0341-4033968,,
C1671,Distribuidora Romero SRL,30-59133783-8,RESPONSABLE_INSCRIPTO,1000000,0341-4475764,compras@distribuidor.com.ar,"Ovidio Lagos 761, Rosario"
C1672,Logística Benítez SA,33-34464504-9,RESPONSABLE_INSCRIPTO,3000000,0341-4582895,compras@logsticabent.com.ar,"Salta 4337, Roldán"
C1673,López Silvia,27-84803091-6,MONOTRIBUTO,300000,0341-4875832,lpezsilvia@gmail.com,
C1674,Herrera Néstor,20-87209352-5,MONOTRIBUTO,500000,0341-155245387,herreranstor@gmail.com,"Mendoza 1748, Roldán"
C1675,Rodríguez Néstor,,CONSUMIDOR_FINAL,0,0341-154924565,,
C1676,Taller Ramírez Hnos,20-94610603-9,MONOTRIBUTO,800000,0341-4777370,tallerramrezhn@gmail.com,"Córdoba 987, Funes"
C1677,Molina Silvia,,CONSUMIDOR_FINAL,0,0341-4240844,,"Mendoza 2866, Pérez"
C1678,Transporte Fernández SA,33-12938668-7,RESPONSABLE_INSCRIPTO,5000000,,,"San Juan 989, Rosario"
C1679,Acosta Martín,,CONSUMIDOR_FINAL,0,0341-153946887,,"Santa Fe 4288, San Nicolás"
C1680,Romero Diego,,CONSUMIDOR_FINAL,0,0341-155951523,,
C1681,Rectificadora del Sur,33-72720125-9,RESPONSABLE_INSCRIPTO,5000000,0341-4096976,compras@rectificador.com.ar,"Santa Fe 3233, Rosario"
C1682,Ferreyra Susana,27-75944750-1,MONOTRIBUTO,800000,0341-155405743,ferreyrasusana@gmail.com,
C1683,Taller Herrera Hnos,20-10312407-8,MONOTRIBUTO,800000,0341-4123994,tallerherrerah@gmail.com,"Santa Fe 215, Cañada de Gómez"
C1684,Agropecuaria del Centro SA,30-18598929-8,RESPONSABLE_INSCRIPTO,3000000,,compras@agropecuaria.com.ar,"Santa Fe 491, San Nicolás"
C1685,Distribuidora Martínez SRL,33-33150142-0,RESPONSABLE_INSCRIPTO,2000000,0341-153353386,compras@distribuidor.com.ar,
C1686,Casa Álvarez Automotores SRL,30-17960638-7,RESPONSABLE_INSCRIPTO,1500000,0341-4719557,compras@casalvarezau.com.ar,"Av. Francia 1431, San Lorenzo"
C1687,Gomería Ramírez,27-21723413-7,MONOTRIBUTO,300000,0341-154738044,,"Av. Pellegrini 294, San Nicolás"
C1688,Logística Godoy SA,33-28497296-7,RESPONSABLE_INSCRIPTO,1500000,0341-153851733,,
C1689,Pérez Mónica,,CONSUMIDOR_FINAL,0,0341-154069079,,"Av. Alberdi 397, Casilda"
C1690,Lubricentro del Sur,27-82285880-0,MONOTRIBUTO,800000,0341-154323565,lubricentrodel@gmail.com,
C1691,Transporte López SA,30-54467448-6,RESPONSABLE_INSCRIPTO,3000000,0341-4034453,compras@transportelp.com.ar,"San Juan 1336, Villa Gobernador Gálvez"
C1692,Cabrera Fernando,,CONSUMIDOR_FINAL,0,0341-155828960,,"Santa Fe 2375, Casilda"
C1693,Transporte Castro SA,30-58456950-2,RESPONSABLE_INSCRIPTO,1000000,,compras@transporteca.com.ar,"Mendoza 2450, Rosario"
C1694,Fernández Mario,,CONSUMIDOR_FINAL,0,0341-156816954,,"Salta 1359, Villa Gobernador Gálvez"
C1695,Logística Ponce SA,33-55855020-7,RESPONSABLE_INSCRIPTO,1000000,,compras@logsticaponc.com.ar,"Tucumán 1749, Villa Gobernador Gálvez"
C1696,Distribuidora Moreno SRL,30-50782486-9,RESPONSABLE_INSCRIPTO,3000000,0341-4044673,,"Tucumán 2402, Rosario"
C1697,Gomería Giménez,20-28084328-9,MONOTRIBUTO,400000,0341-156583825,gomeragimnez@gmail.com,"San Juan 1551, San Nicolás"
C1698,Rectificadora Rosario,33-93961405-8,RESPONSABLE_INSCRIPTO,3000000,0341-4369325,,"Ovidio Lagos 1680, Casilda"
C1699,García Andrés,,CONSUMIDOR_FINAL,0,0341-153688911,,"Rioja 2045, Funes"
C1700,Ortiz Miguel,,CONSUMIDOR_FINAL,0,0341-156959743,,"Santa Fe 816, Roldán"
C1701,Lubricentro del Centro,27-33079253-7,MONOTRIBUTO,800000,0341-154184454,,"Av. San Martín 1465, San Lorenzo"
C1702,Acosta Facundo,,CONSUMIDOR_FINAL,0,0341-4092745,,
C1703,Rectificadora Pergamino,30-32318565-0,RESPONSABLE_INSCRIPTO,1000000,0341-4667935,compras@rectificador.com.ar,
C1704,Transportes Norte SRL,30-13394572-1,RESPONSABLE_INSCRIPTO,2000000,0341-4856244,compras@transportesn.com.ar,"Salta 3736, Pérez"
C1705,Logística Villalba SA,33-45451687-2,RESPONSABLE_INSCRIPTO,3000000,0341-4859124,compras@logsticavill.com.ar,
C1706,Taller Mecánico Ferreyra,27-37235958-2,MONOTRIBUTO,800000,0341-153315517,,
C1707,Distribuidora Ponce SRL,33-35627962-5,RESPONSABLE_INSCRIPTO,3000000,0341-155891828,compras@distribuidor.com.ar,"27 de Febrero 1193, Rosario"
C1708,Aguirre Franco,,CONSUMIDOR_FINAL,0,0341-153645436,,"Tucumán 4761, Cañada de Gómez"
C1709,Ferreyra Luis,,CONSUMIDOR_FINAL,0,0341-4358721,,"Av. Alberdi 4575, Cañada de Gómez"
C1710,Taller Mecánico Álvarez,27-37684266-0,MONOTRIBUTO,400000,0341-154881630,tallermecnicol@gmail.com,"Córdoba 449, Casilda"
C1711,Agropecuaria del Sur SA,30-13341121-2,RESPONSABLE_INSCRIPTO,1500000,0341-153690235,,
C1712,Ríos Romina,,CONSUMIDOR_FINAL,0,0341-153136585,,"Rioja 2820, Villa Gobernador Gálvez"
C1713,Medina Federico,20-19395300-0,MONOTRIBUTO,400000,0341-155412356,medinafederico@gmail.com,"27 de Febrero 3223, Rosario"
C1714,Casa Godoy Automotores SRL,30-24484920-9,RESPONSABLE_INSCRIPTO,1500000,0341-153991507,,"San Juan 2002, Casilda"
C1715,Logística Medina SA,33-89387683-4,RESPONSABLE_INSCRIPTO,1500000,0341-4341580,compras@logsticamedi.com.ar,"Mendoza 3394, Cañada de Gómez"
C1716,Casa Herrera Automotores SRL,30-23067121-0,RESPONSABLE_INSCRIPTO,1000000,,,"Salta 4377, Villa Gobernador Gálvez"
C1717,Gomería Cabrera,20-35696709-8,MONOTRIBUTO,800000,,,"Ovidio Lagos 4216, Casilda"
C1718,Agropecuaria Rosario SA,33-90026811-9,RESPONSABLE_INSCRIPTO,1500000,0341-154941904,compras@agropecuaria.com.ar,"Av. Provincias Unidas 1517, San Lorenzo"
C1719,Taller Ortiz Hnos,27-82344080-9,MONOTRIBUTO,500000,0341-153902995,tallerortizhno@gmail.com,
C1720,Transporte Sánchez SA,30-56521138-9,RESPONSABLE_INSCRIPTO,1000000,0341-4862024,compras@transportesn.com.ar,
C1721,Transportes Rosario SRL,30-78414855-2,RESPONSABLE_INSCRIPTO,5000000,0341-153749734,compras@transportesr.com.ar,
C1722,Casa Núñez Automotores SRL,30-32842004-6,RESPONSABLE_INSCRIPTO,2000000,0341-4326078,compras@casanezautom.com.ar,"27 de Febrero 1598, Villa Gobernador Gálvez"
C1723,Moreno Claudio,,CONSUMIDOR_FINAL,0,0341-4563887,,"Tucumán 4799, Pérez"
C1724,Ramírez Natalia,23-54838489-3,MONOTRIBUTO,800000,0341-154038685,,
C1725,Ríos Ricardo,23-27614265-8,MONOTRIBUTO,200000,0341-4509093,rosricardo@gmail.com,"Tucumán 4371, San Nicolás"
C1726,Distribuidora Rojas SRL,30-27225507-1,RESPONSABLE_INSCRIPTO,2000000,0341-4212405,compras@distribuidor.com.ar,
C1727,Aguirre Andrés,20-61004030-7,MONOTRIBUTO,200000,0341-155203682,,"Salta 2442, San Nicolás"
C1728,Agropecuaria Oeste SA,33-18883399-9,RESPONSABLE_INSCRIPTO,3000000,0341-4545815,compras@agropecuaria.com.ar,"Av. Pellegrini 3290, Cañada de Gómez"
C1729,Distribuidora Maidana SRL,33-85341351-3,RESPONSABLE_INSCRIPTO,3000000,0341-4359642,compras@distribuidor.com.ar,"Av. Provincias Unidas 840, Rosario"
C1730,Agropecuaria Funes SA,33-65472608-1,RESPONSABLE_INSCRIPTO,5000000,0341-156119256,,"San Juan 4386, Roldán"
C1731,Casa López Automotores SRL,33-98098182-2,RESPONSABLE_INSCRIPTO,1500000,0341-155454452,compras@casalpezauto.com.ar,"Av. Pellegrini 3582, Villa Gobernador Gálvez"
C1732,Domínguez Laura,,CONSUMIDOR_FINAL,0,0341-156925458,,
C1733,Taller Mecánico Aguirre,27-52354863-3,MONOTRIBUTO,400000,0341-153648851,,
C1734,Domínguez Diego,,CONSUMIDOR_FINAL,0,0341-4382152,,"Av. San Martín 2042, San Nicolás"
C1735,Fernández Carla,,CONSUMIDOR_FINAL,0,0341-154754666,,"Av. Alberdi 4653, Rosario"
C1736,Taller Mecánico Cabrera,20-65350412-9,MONOTRIBUTO,400000,0341-4199868,,
C1737,Rectificadora San Nicolás,30-87323077-7,RESPONSABLE_INSCRIPTO,1500000,0341-156290780,compras@rectificador.com.ar,"Av. Francia 816, Cañada de Gómez"
C1738,Luna Julio,,CONSUMIDOR_FINAL,0,0341-156688979,,"27 de Febrero 2951, Funes"
C1739,Distribuidora Gómez SRL,30-16213626-3,RESPONSABLE_INSCRIPTO,2000000,,compras@distribuidor.com.ar,"Av. Pellegrini 1368, Cañada de Gómez"
C1740,Agropecuaria Norte SA,33-23175933-1,RESPONSABLE_INSCRIPTO,3000000,0341-4689012,compras@agropecuaria.com.ar,
C1741,Lubricentro del Centro,20-48016066-6,MONOTRIBUTO,800000,0341-4149049,lubricentrodel@gmail.com,"Av. Francia 335, Villa Gobernador Gálvez"
C1742,Agropecuaria Funes SA,30-26945658-9,RESPONSABLE_INSCRIPTO,3000000,0341-156437506,compras@agropecuaria.com.ar,"Mendoza 1126, San Nicolás"
C1743,Distribuidora Luna SRL,30-47010966-8,RESPONSABLE_INSCRIPTO,1000000,0341-4540264,compras@distribuidor.com.ar,"Rioja 3282, Villa Gobernador Gálvez"
C1744,Taller Mecánico Sosa,23-60185881-9,MONOTRIBUTO,200000,0341-4680839,,"Córdoba 1432, San Lorenzo"
C1745,Villalba Gustavo,,CONSUMIDOR_FINAL,0,0341-4034012,,"Av. Pellegrini 3278, San Lorenzo"
C1746,Taller Domínguez Hnos,20-73350600-9,MONOTRIBUTO,300000,0341-154108194,tallerdomnguez@gmail.com,"Mendoza 720, Cañada de Gómez"
C1747,Gomería Ortiz,20-72114819-0,MONOTRIBUTO,300000,0341-4131780,gomeraortiz@gmail.com,"Tucumán 3923, Casilda"
C1748,Ponce Héctor,,CONSUMIDOR_FINAL,0,0341-153202816,,"Salta 2015, Pergamino"
C1749,Casa Maidana Automotores SRL,30-18924709-1,RESPONSABLE_INSCRIPTO,2000000,0341-4571923,compras@casamaidanaa.com.ar,"Córdoba 4338, Pérez"
C1750,Moreno Beatriz,27-10309923-9,MONOTRIBUTO,200000,0341-154916481,,"Mendoza 473, San Nicolás"
C1751,Casa Giménez Automotores SRL,33-19102301-9,RESPONSABLE_INSCRIPTO,1500000,0341-4209736,compras@casagimnezau.com.ar,"Mendoza 3535, Cañada de Gómez"
C1752,Transportes del Centro SRL,30-91682478-1,RESPONSABLE_INSCRIPTO,1500000,0341-4276817,compras@transportesd.com.ar,
C1753,Moreno Cristian,,CONSUMIDOR_FINAL,0,,,"Av. Provincias Unidas 4240, Pergamino"
C1754,Acosta Jorge,27-22223863-9,MONOTRIBUTO,500000,0341-155009077,,"Rioja 132, Funes"
C1755,Molina Patricia,,CONSUMIDOR_FINAL,0,0341-156339763,,"Av. Pellegrini 2428, Cañada de Gómez"
C1756,Transportes Roldán SRL,33-85258175-7,RESPONSABLE_INSCRIPTO,5000000,0341-4717789,compras@transportesr.com.ar,"Av. Provincias Unidas 453, Pérez"
C1757,Gomería Ferreyra,27-68477053-0,MONOTRIBUTO,300000,0341-4561183,,"Córdoba 2477, Funes"
C1758,Vega Andrés,,CONSUMIDOR_FINAL,0,0341-156217444,,"Av. San Martín 4715, San Lorenzo"
C1759,Logística Silva SA,30-52880495-7,RESPONSABLE_INSCRIPTO,1000000,0341-156981495,compras@logsticasilv.com.ar,"San Juan 2015, Casilda"
C1760,Agropecuaria del Litoral SA,33-56854915-0,RESPONSABLE_INSCRIPTO,3000000,0341-154256208,compras@agropecuaria.com.ar,"Córdoba 1891, Funes"
C1761,Flores Gustavo,,CONSUMIDOR_FINAL,0,0341-153999398,,"Mendoza 1470, Cañada de Gómez"
C1762,Cabrera Carla,,CONSUMIDOR_FINAL,0,0341-4095841,,"Tucumán 3610, Roldán"
C1763,Logística Rodríguez SA,33-56277546-9,RESPONSABLE_INSCRIPTO,3000000,0341-4294815,,"Av. Provincias Unidas 1385, Pergamino"
C1764,García Mario,20-89083222-9,MONOTRIBUTO,800000,0341-4754241,garcamario@gmail.com,"Av. San Martín 3011, Cañada de Gómez"
C1765,Ortiz Franco,23-92709323-5,MONOTRIBUTO,400000,0341-4050660,ortizfranco@gmail.com,"Av. Alberdi 4230, Casilda"
C1766,Distribuidora Fernández SRL,33-63126285-1,RESPONSABLE_INSCRIPTO,1500000,0341-4239769,compras@distribuidor.com.ar,"Tucumán 3544, Pergamino"
C1767,Sánchez Mario,,CONSUMIDOR_FINAL,0,0341-4158769,,"Ovidio Lagos 2384, Funes"
C1768,Casa Sosa Automotores SRL,33-60469616-5,RESPONSABLE_INSCRIPTO,1500000,0341-4503063,compras@casasosaauto.com.ar,
C1769,Distribuidora Moreno SRL,33-68263448-6,RESPONSABLE_INSCRIPTO,1000000,0341-153660787,compras@distribuidor.com.ar,"Córdoba 2042, Funes"
C1770,Gomería Ruiz,23-10005271-7,MONOTRIBUTO,800000,0341-4692619,,
C1771,Taller Mecánico Medina,20-27692844-9,MONOTRIBUTO,200000,0341-155834478,,"Salta 4333, Pergamino"
C1772,Transportes Funes SRL,30-62910941-9,RESPONSABLE_INSCRIPTO,1000000,,compras@transportesf.com.ar,"Ovidio Lagos 4768, Casilda"
C1773,Lubricentro Cañada de Gómez,20-53719881-9,MONOTRIBUTO,200000,,lubricentrocaa@gmail.com,"Av. Pellegrini 2040, Pérez"
C1774,Castro Marcelo,,CONSUMIDOR_FINAL,0,0341-4543400,,"27 de Febrero 2371, Rosario"
C1775,Pérez Ana,20-13235795-2,MONOTRIBUTO,400000,,prezana@gmail.com,"Av. Francia 1726, Rosario"
C1776,Molina Gustavo,23-67716790-4,MONOTRIBUTO,500000,0341-4614068,,
C1777,Ramírez Sandra,,CONSUMIDOR_FINAL,0,0341-154905784,,"Ovidio Lagos 2100, Pergamino"
C1778,Taller Mecánico Ramírez,20-56708235-1,MONOTRIBUTO,400000,0341-153911337,,"San Juan 2000, Roldán"
C1779,Logística Maidana SA,30-88995252-7,RESPONSABLE_INSCRIPTO,1500000,0341-4827848,compras@logsticamaid.com.ar,"Mendoza 4087, Funes"
C1780,Rectificadora Villa Constitución,33-71936766-1,RESPONSABLE_INSCRIPTO,3000000,0341-4186960,compras@rectificador.com.ar,
C1781,Martínez Carlos,,CONSUMIDOR_FINAL,0,0341-4335033,,"Santa Fe 4725, Cañada de Gómez"
C1782,Distribuidora Maidana SRL,33-31130741-5,RESPONSABLE_INSCRIPTO,3000000,0341-154537198,,"Rioja 2762, Pérez"
C1783,Romero Carlos,,CONSUMIDOR_FINAL,0,0341-4207698,,"Córdoba 2670, Pergamino"
C1784,Casa Aguirre Automotores SRL,33-43278096-7,RESPONSABLE_INSCRIPTO,3000000,0341-4774137,compras@casaaguirrea.com.ar,"Salta 3205, Cañada de Gómez"
C1785,Benítez Ricardo,,CONSUMIDOR_FINAL,0,0341-4666243,,"Tucumán 1017, Pergamino"
C1786,Correa Leandro,,CONSUMIDOR_FINAL,0,,,
C1787,Villalba Sergio,23-99574166-0,MONOTRIBUTO,800000,0341-155421389,,"Mendoza 3621, Pérez"
C1788,Ríos Cristian,,CONSUMIDOR_FINAL,0,,,"Bv. Oroño 1126, Casilda"
C1789,Herrera Natalia,,CONSUMIDOR_FINAL,0,0341-4169914,,"Av. Provincias Unidas 4748, Cañada de Gómez"
C1790,Gomería Moreno,20-25234730-6,MONOTRIBUTO,400000,0341-154190151,,"Av. San Martín 4360, San Lorenzo"
C1791,Silva Natalia,23-19922213-9,MONOTRIBUTO,200000,,,"Av. Francia 2259, Villa Gobernador Gálvez"
C1792,Transporte Moreno SA,33-86821614-5,RESPONSABLE_INSCRIPTO,5000000,0341-155790808,,"Rioja 2730, Villa Gobernador Gálvez"
C1793,Domínguez Cecilia,,CONSUMIDOR_FINAL,0,0341-153406699,,"Ovidio Lagos 1388, San Nicolás"
C1794,Benítez Susana,,CONSUMIDOR_FINAL,0,0341-156102697,,"Salta 565, Casilda"
C1795,Agropecuaria Oeste SA,33-32472161-9,RESPONSABLE_INSCRIPTO,1500000,0341-153935046,compras@agropecuaria.com.ar,"Santa Fe 4134, Pergamino"
C1796,Agropecuaria del Litoral SA,33-89859367-9,RESPONSABLE_INSCRIPTO,2000000,0341-4301365,compras@agropecuaria.com.ar,"Tucumán 701, Funes"
C1797,Ferreyra Patricia,,CONSUMIDOR_FINAL,0,,,"Mendoza 3652, Casilda"
C1798,Rectificadora del Sur,33-25679218-9,RESPONSABLE_INSCRIPTO,1500000,,compras@rectificador.com.ar,"Salta 3241, Roldán"
C1799,Gomería Sosa,20-19807093-9,MONOTRIBUTO,400000,0341-4613379,gomerasosa@gmail.com,"Av. Pellegrini 565, Cañada de Gómez"
C1800,Distribuidora Torres SRL,33-30849236-8,RESPONSABLE_INSCRIPTO,2000000,0341-4859788,,"Av. San Martín 435, Villa Gobernador Gálvez"
C1801,Agropecuaria del Sur SA,33-98507004-6,RESPONSABLE_INSCRIPTO,5000000,0341-4205789,,"Ovidio Lagos 2580, Pérez"
C1802,Peralta Rubén,,CONSUMIDOR_FINAL,0,0341-155023300,,"Rioja 4069, Cañada de Gómez"
C1803,Logística Fernández SA,33-85660203-1,RESPONSABLE_INSCRIPTO,3000000,0341-155100848,,"Córdoba 396, Roldán"
C1804,Distribuidora Gómez SRL,30-87106069-6,RESPONSABLE_INSCRIPTO,3000000,0341-154624463,compras@distribuidor.com.ar,"Av. Francia 4834, Rosario"
C1805,Transportes Rosario SRL,33-81632009-2,RESPONSABLE_INSCRIPTO,1500000,0341-153668965,compras@transportesr.com.ar,"27 de Febrero 4854, Cañada de Gómez"
C1806,Taller Mecánico Villalba,23-94111609-4,MONOTRIBUTO,500000,0341-4771938,tallermecnicov@gmail.com,"Av. Pellegrini 3984, Rosario"
C1807,Villalba Sergio,23-21094351-9,MONOTRIBUTO,200000,0341-154226316,villalbasergio@gmail.com,"Bv. Oroño 3807, San Nicolás"
C1808,Taller Mecánico Benítez,20-19224097-3,MONOTRIBUTO,200000,0341-4841488,,"Av. Pellegrini 2102, Pergamino"
C1809,Casa Correa Automotores SRL,30-76158351-0,RESPONSABLE_INSCRIPTO,2000000,0341-4547323,compras@casacorreaau.com.ar,"Av. Alberdi 2673, San Lorenzo"
C1810,Lubricentro Funes,20-23739053-9,MONOTRIBUTO,500000,,lubricentrofun@gmail.com,"Av. Provincias Unidas 2548, Villa Gobernador Gálvez"
C1811,Ruiz Franco,27-86807795-1,MONOTRIBUTO,400000,,,"Av. Francia 2153, Casilda"
C1812,Flores Alejandra,,CONSUMIDOR_FINAL,0,0341-153306023,,"Tucumán 928, Villa Gobernador Gálvez"
C1813,Rectificadora Villa Constitución,30-55699693-4,RESPONSABLE_INSCRIPTO,1500000,0341-153179494,compras@rectificador.com.ar,"San Juan 3520, Casilda"
C1814,Transporte Sosa SA,33-24651138-7,RESPONSABLE_INSCRIPTO,1000000,0341-4281438,compras@transporteso.com.ar,
C1815,Gómez Gustavo,,CONSUMIDOR_FINAL,0,0341-4539954,,"Av. Alberdi 3809, Pergamino"
C1816,Rectificadora Oeste,33-73560421-5,RESPONSABLE_INSCRIPTO,3000000,0341-154668329,compras@rectificador.com.ar,"27 de Febrero 713, Pergamino"
C1817,Taller Mecánico Torres,20-71583016-8,MONOTRIBUTO,200000,,,"Av. Pellegrini 4085, Pérez"
C1818,Transportes Rosario SRL,30-88134925-2,RESPONSABLE_INSCRIPTO,3000000,0341-153737718,compras@transportesr.com.ar,"Santa Fe 449, Rosario"
C1819,Transporte Luna SA,30-22708092-9,RESPONSABLE_INSCRIPTO,1000000,,compras@transportelu.com.ar,
